ID,year,path,Lat,Lon,Hgt_m
CCSF,2020,http://geodesy.unr.edu/gps_timeseries/trop/CCSF/CCSF.2020.trop.zip,37.7488,-122.40049999999997,-16.414
CCYN,2020,http://geodesy.unr.edu/gps_timeseries/trop/CCYN/CCYN.2020.trop.zip,39.1024,-119.34770000000005,1532.104
CDMT,2020,http://geodesy.unr.edu/gps_timeseries/trop/CDMT/CDMT.2020.trop.zip,34.8295,-116.33590000000004,936.558
CERR,2020,http://geodesy.unr.edu/gps_timeseries/trop/CERR/CERR.2020.trop.zip,36.5364,-117.8209,2043.444
CGDM,2020,http://geodesy.unr.edu/gps_timeseries/trop/CGDM/CGDM.2020.trop.zip,34.244,-117.9649,704.681
CHEM,2020,http://geodesy.unr.edu/gps_timeseries/trop/CHEM/CHEM.2020.trop.zip,43.2244,-121.7858,1439.969
CHIA,2020,http://geodesy.unr.edu/gps_timeseries/trop/CHIA/CHIA.2020.trop.zip,37.8382,-118.207,1982.909
CHIL,2020,http://geodesy.unr.edu/gps_timeseries/trop/CHIL/CHIL.2020.trop.zip,34.3334,-118.026,1567.505
CHMS,2020,http://geodesy.unr.edu/gps_timeseries/trop/CHMS/CHMS.2020.trop.zip,34.6405,-117.8277,760.296
CHOW,2020,http://geodesy.unr.edu/gps_timeseries/trop/CHOW/CHOW.2020.trop.zip,37.0849,-120.21050000000002,46.661
CIHL,2020,http://geodesy.unr.edu/gps_timeseries/trop/CIHL/CIHL.2020.trop.zip,43.7509,-121.14869999999996,1945.546
CINN,2020,http://geodesy.unr.edu/gps_timeseries/trop/CINN/CINN.2020.trop.zip,39.8053,-118.88480000000004,1288.991
CIRX,2020,http://geodesy.unr.edu/gps_timeseries/trop/CIRX/CIRX.2020.trop.zip,34.1096,-118.9373,488.212
CIT1,2020,http://geodesy.unr.edu/gps_timeseries/trop/CIT1/CIT1.2020.trop.zip,34.1367,-118.1273,215.354
CJMG,2020,http://geodesy.unr.edu/gps_timeseries/trop/CJMG/CJMG.2020.trop.zip,34.2712,-117.42449999999997,1584.414
CJMS,2020,http://geodesy.unr.edu/gps_timeseries/trop/CJMS/CJMS.2020.trop.zip,34.3138,-117.4794,933.354
CJVG,2020,http://geodesy.unr.edu/gps_timeseries/trop/CJVG/CJVG.2020.trop.zip,34.5303,-118.1442,1304.846
CLAR,2020,http://geodesy.unr.edu/gps_timeseries/trop/CLAR/CLAR.2020.trop.zip,34.1099,-117.7088,373.623
CLBD,2020,http://geodesy.unr.edu/gps_timeseries/trop/CLBD/CLBD.2020.trop.zip,33.1354,-117.31100000000004,20.582
CLCV,2020,http://geodesy.unr.edu/gps_timeseries/trop/CLCV/CLCV.2020.trop.zip,42.976,-122.0894,1873.817
CLHQ,2020,http://geodesy.unr.edu/gps_timeseries/trop/CLHQ/CLHQ.2020.trop.zip,42.8959,-122.13599999999995,1952.469
CLMS,2020,http://geodesy.unr.edu/gps_timeseries/trop/CLMS/CLMS.2020.trop.zip,42.9229,-122.0163,2705.286
CLOV,2020,http://geodesy.unr.edu/gps_timeseries/trop/CLOV/CLOV.2020.trop.zip,40.5584,-114.87419999999996,2084.911
CLV1,2020,http://geodesy.unr.edu/gps_timeseries/trop/CLV1/CLV1.2020.trop.zip,36.2146,-115.2582,703.41
CLV2,2020,http://geodesy.unr.edu/gps_timeseries/trop/CLV2/CLV2.2020.trop.zip,36.3177,-115.2711,734.125
CLV3,2020,http://geodesy.unr.edu/gps_timeseries/trop/CLV3/CLV3.2020.trop.zip,36.182,-115.34979999999996,986.028
CLWZ,2020,http://geodesy.unr.edu/gps_timeseries/trop/CLWZ/CLWZ.2020.trop.zip,42.9343,-122.1492,1869.837
CMBB,2020,http://geodesy.unr.edu/gps_timeseries/trop/CMBB/CMBB.2020.trop.zip,38.0342,-120.38599999999995,695.713
CMNC,2020,http://geodesy.unr.edu/gps_timeseries/trop/CMNC/CMNC.2020.trop.zip,38.2063,-120.9995,53.785
CMOD,2020,http://geodesy.unr.edu/gps_timeseries/trop/CMOD/CMOD.2020.trop.zip,37.6413,-121.0,28.116
CMP9,2020,http://geodesy.unr.edu/gps_timeseries/trop/CMP9/CMP9.2020.trop.zip,34.3532,-118.41139999999996,1138.06
CMPO,2020,http://geodesy.unr.edu/gps_timeseries/trop/CMPO/CMPO.2020.trop.zip,32.6866,-116.5265,904.562
CNPP,2020,http://geodesy.unr.edu/gps_timeseries/trop/CNPP/CNPP.2020.trop.zip,33.8576,-117.6089,300.311
COAG,2020,http://geodesy.unr.edu/gps_timeseries/trop/COAG/COAG.2020.trop.zip,32.8635,-115.12329999999996,3.653
COF1,2020,http://geodesy.unr.edu/gps_timeseries/trop/COF1/COF1.2020.trop.zip,39.605,-119.24059999999996,1251.989
