ID,year,path,Lat,Lon,Hgt_m
CMOD,2016,http://geodesy.unr.edu/gps_timeseries/trop/CMOD/CMOD.2016.trop.zip,37.6413,-121.0,28.116
CMP9,2016,http://geodesy.unr.edu/gps_timeseries/trop/CMP9/CMP9.2016.trop.zip,34.3532,-118.41139999999996,1138.06
CMPO,2016,http://geodesy.unr.edu/gps_timeseries/trop/CMPO/CMPO.2016.trop.zip,32.6866,-116.5265,904.562
CNPP,2016,http://geodesy.unr.edu/gps_timeseries/trop/CNPP/CNPP.2016.trop.zip,33.8576,-117.6089,300.311
COAG,2016,http://geodesy.unr.edu/gps_timeseries/trop/COAG/COAG.2016.trop.zip,32.8635,-115.12329999999996,3.653
COF1,2016,http://geodesy.unr.edu/gps_timeseries/trop/COF1/COF1.2016.trop.zip,39.605,-119.24059999999996,1251.989
COKG,2016,http://geodesy.unr.edu/gps_timeseries/trop/COKG/COKG.2016.trop.zip,32.8505,-115.7285,-46.917
COLD,2016,http://geodesy.unr.edu/gps_timeseries/trop/COLD/COLD.2016.trop.zip,39.411,-117.85090000000002,1690.819
COLU,2016,http://geodesy.unr.edu/gps_timeseries/trop/COLU/COLU.2016.trop.zip,38.0888,-118.05399999999996,1468.34
CONW,2016,http://geodesy.unr.edu/gps_timeseries/trop/CONW/CONW.2016.trop.zip,38.1248,-119.1723,2477.758
COPR,2016,http://geodesy.unr.edu/gps_timeseries/trop/COPR/COPR.2016.trop.zip,34.4149,-119.8795,-22.84
COSJ,2016,http://geodesy.unr.edu/gps_timeseries/trop/COSJ/COSJ.2016.trop.zip,36.0634,-117.88099999999996,1176.0230000000001
COTD,2016,http://geodesy.unr.edu/gps_timeseries/trop/COTD/COTD.2016.trop.zip,33.7325,-116.38689999999997,27.78
COWT,2016,http://geodesy.unr.edu/gps_timeseries/trop/COWT/COWT.2016.trop.zip,37.91,-118.79309999999998,2206.183
COYA,2016,http://geodesy.unr.edu/gps_timeseries/trop/COYA/COYA.2016.trop.zip,32.7012,-114.6207,32.98
CPBN,2016,http://geodesy.unr.edu/gps_timeseries/trop/CPBN/CPBN.2016.trop.zip,35.0717,-117.57299999999998,835.827
CRAM,2016,http://geodesy.unr.edu/gps_timeseries/trop/CRAM/CRAM.2016.trop.zip,37.0812,-116.8184,1480.165
CRBT,2016,http://geodesy.unr.edu/gps_timeseries/trop/CRBT/CRBT.2016.trop.zip,35.7916,-120.75080000000004,205.43400000000003
CRCN,2016,http://geodesy.unr.edu/gps_timeseries/trop/CRCN/CRCN.2016.trop.zip,36.114000000000004,-119.56799999999998,28.64
CRFP,2016,http://geodesy.unr.edu/gps_timeseries/trop/CRFP/CRFP.2016.trop.zip,34.0391,-117.09969999999998,688.825
CRGG,2016,http://geodesy.unr.edu/gps_timeseries/trop/CRGG/CRGG.2016.trop.zip,35.2421,-119.72479999999996,1173.058
